backtest_id,model_run_id,split_name,n_matches,coverage,accuracy,accuracy_top_confidence_20pct,brier,log_loss,high_confidence_error_rate,source_id,notes
backtest_2025_east_pre_event,rmuc_2025_east_pre_event_v1,2025_east_regional_pre_event_cutoff,91,1.000000,0.681319,0.894737,0.211050,0.607327,0.266667,model_design_internal,feature_cutoff=2025-05-26;label_source_post_event=2025-06-05;strict_no_2025_regional_match_results_features;community_labels_confidence=0.78
