match_id,year,stage,region,round,match_no,team_a,team_b,winner,score_a,score_b,source_url,confidence,source_id,notes
rmuc_2025_south_070,2025,区域赛,南部赛区,16进8淘汰赛,70,华南理工大学 华南虎,五邑大学 IMCA,华南理工大学 华南虎,2,1,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2866;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=华南理工大学;red_team=华南虎;blue_school=五邑大学;blue_team=IMCA
rmuc_2025_south_071,2025,区域赛,南部赛区,16进8淘汰赛,71,桂林信息科技学院 GIRT,华南农业大学 Taurus,华南农业大学 Taurus,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2867;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=桂林信息科技学院;red_team=GIRT;blue_school=华南农业大学;blue_team=Taurus
rmuc_2025_south_072,2025,区域赛,南部赛区,16进8淘汰赛,72,广东工业大学 DynamicX,电子科技大学中山学院 RoboBraver,电子科技大学中山学院 RoboBraver,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2868;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=广东工业大学;red_team=DynamicX;blue_school=电子科技大学中山学院;blue_team=RoboBraver
rmuc_2025_south_073,2025,区域赛,南部赛区,16进8淘汰赛,73,南方科技大学 ARTINX,华北科技学院 风暴,南方科技大学 ARTINX,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2869;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=南方科技大学;red_team=ARTINX;blue_school=华北科技学院;blue_team=风暴
rmuc_2025_south_074,2025,区域赛,南部赛区,16进8淘汰赛,74,北京理工大学（珠海） 毅恒,中国石油大学（华东） RPS,中国石油大学（华东） RPS,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2870;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=北京理工大学（珠海）;red_team=毅恒;blue_school=中国石油大学（华东）;blue_team=RPS
rmuc_2025_south_075,2025,区域赛,南部赛区,8进4淘汰赛,75,太原理工大学 TRoMaC,深圳大学 RobotPilots,深圳大学 RobotPilots,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2871;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=太原理工大学;red_team=TRoMaC;blue_school=深圳大学;blue_team=RobotPilots
rmuc_2025_south_076,2025,区域赛,南部赛区,8进4淘汰赛,76,华南理工大学 华南虎,佛山大学 醒狮,华南理工大学 华南虎,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2872;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=华南理工大学;red_team=华南虎;blue_school=佛山大学;blue_team=醒狮
rmuc_2025_south_077,2025,区域赛,南部赛区,8进4淘汰赛,77,华南农业大学 Taurus,电子科技大学中山学院 RoboBraver,华南农业大学 Taurus,2,1,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2873;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=华南农业大学;red_team=Taurus;blue_school=电子科技大学中山学院;blue_team=RoboBraver
rmuc_2025_south_078,2025,区域赛,南部赛区,8进4淘汰赛,78,中国石油大学（华东） RPS,南方科技大学 ARTINX,南方科技大学 ARTINX,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2874;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=中国石油大学（华东）;red_team=RPS;blue_school=南方科技大学;blue_team=ARTINX
rmuc_2025_south_079,2025,区域赛,南部赛区,全国赛名额争夺（9-16名）,79,厦门大学嘉庚学院 TCR,北方工业大学 DreamTeam,北方工业大学 DreamTeam,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2875;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=厦门大学嘉庚学院;red_team=TCR;blue_school=北方工业大学;blue_team=DreamTeam
rmuc_2025_south_080,2025,区域赛,南部赛区,全国赛名额争夺（9-16名）,80,五邑大学 IMCA,哈尔滨工业大学（深圳） 南工骁鹰,五邑大学 IMCA,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2876;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=五邑大学;red_team=IMCA;blue_school=哈尔滨工业大学（深圳）;blue_team=南工骁鹰
rmuc_2025_south_081,2025,区域赛,南部赛区,全国赛名额争夺（9-16名）,81,桂林信息科技学院 GIRT,广东工业大学 DynamicX,广东工业大学 DynamicX,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2877;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=桂林信息科技学院;red_team=GIRT;blue_school=广东工业大学;blue_team=DynamicX
rmuc_2025_south_082,2025,区域赛,南部赛区,全国赛名额争夺（9-16名）,82,北京理工大学（珠海） 毅恒,华北科技学院 风暴,华北科技学院 风暴,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2878;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=北京理工大学（珠海）;red_team=毅恒;blue_school=华北科技学院;blue_team=风暴
rmuc_2025_south_083,2025,区域赛,南部赛区,半决赛,83,深圳大学 RobotPilots,华南农业大学 Taurus,华南农业大学 Taurus,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2879;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=深圳大学;red_team=RobotPilots;blue_school=华南农业大学;blue_team=Taurus
rmuc_2025_south_084,2025,区域赛,南部赛区,半决赛,84,华南理工大学 华南虎,南方科技大学 ARTINX,华南理工大学 华南虎,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2880;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=华南理工大学;red_team=华南虎;blue_school=南方科技大学;blue_team=ARTINX
rmuc_2025_south_085,2025,区域赛,南部赛区,全国赛名额争夺（9-12名）,85,北方工业大学 DreamTeam,广东工业大学 DynamicX,广东工业大学 DynamicX,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2881;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=北方工业大学;red_team=DreamTeam;blue_school=广东工业大学;blue_team=DynamicX
rmuc_2025_south_086,2025,区域赛,南部赛区,全国赛名额争夺（9-12名）,86,五邑大学 IMCA,华北科技学院 风暴,五邑大学 IMCA,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2882;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=五邑大学;red_team=IMCA;blue_school=华北科技学院;blue_team=风暴
rmuc_2025_south_087,2025,区域赛,南部赛区,季军争夺战,87,深圳大学 RobotPilots,南方科技大学 ARTINX,深圳大学 RobotPilots,3,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2883;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=深圳大学;red_team=RobotPilots;blue_school=南方科技大学;blue_team=ARTINX
rmuc_2025_south_088,2025,区域赛,南部赛区,全国赛名额争夺（11-12名）,88,北方工业大学 DreamTeam,华北科技学院 风暴,北方工业大学 DreamTeam,2,1,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2884;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=北方工业大学;red_team=DreamTeam;blue_school=华北科技学院;blue_team=风暴
rmuc_2025_south_089,2025,区域赛,南部赛区,冠军争夺战,89,华南农业大学 Taurus,华南理工大学 华南虎,华南理工大学 华南虎,2,3,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2885;label_source_post_event=2025-06-05;feature_cutoff=2025-05-15;red_school=华南农业大学;red_team=Taurus;blue_school=华南理工大学;blue_team=华南虎
