match_id,year,stage,region,round,match_no,team_a,team_b,winner,score_a,score_b,source_url,confidence,source_id,notes
rmuc_2025_central_070,2025,区域赛,中部赛区,16进8淘汰赛,70,武汉工程大学 Nautilus,中南大学 FYT,中南大学 FYT,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2955;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=武汉工程大学;red_team=Nautilus;blue_school=中南大学;blue_team=FYT
rmuc_2025_central_071,2025,区域赛,中部赛区,16进8淘汰赛,71,西安交通大学 笃行,中国科学技术大学 RoboWalker,中国科学技术大学 RoboWalker,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2956;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=西安交通大学;red_team=笃行;blue_school=中国科学技术大学;blue_team=RoboWalker
rmuc_2025_central_072,2025,区域赛,中部赛区,16进8淘汰赛,72,哈尔滨工程大学 创梦之翼,华东理工大学 起源,哈尔滨工程大学 创梦之翼,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2957;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=哈尔滨工程大学;red_team=创梦之翼;blue_school=华东理工大学;blue_team=起源
rmuc_2025_central_073,2025,区域赛,中部赛区,16进8淘汰赛,73,西北工业大学 WMJ,东北林业大学 Ares,西北工业大学 WMJ,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2958;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=西北工业大学;red_team=WMJ;blue_school=东北林业大学;blue_team=Ares
rmuc_2025_central_074,2025,区域赛,中部赛区,16进8淘汰赛,74,四川大学 火锅,浙江大学 Hello World,浙江大学 Hello World,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2959;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=四川大学;red_team=火锅;blue_school=浙江大学;blue_team=Hello World
rmuc_2025_central_075,2025,区域赛,中部赛区,8进4淘汰赛,75,上海交通大学 交龙,哈尔滨工业大学 I Hiter,哈尔滨工业大学 I Hiter,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2960;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=上海交通大学;red_team=交龙;blue_school=哈尔滨工业大学;blue_team=I Hiter
rmuc_2025_central_076,2025,区域赛,中部赛区,8进4淘汰赛,76,中南大学 FYT,南京航空航天大学金城学院 Born of Fire,南京航空航天大学金城学院 Born of Fire,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2961;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=中南大学;red_team=FYT;blue_school=南京航空航天大学金城学院;blue_team=Born of Fire
rmuc_2025_central_077,2025,区域赛,中部赛区,8进4淘汰赛,77,中国科学技术大学 RoboWalker,哈尔滨工程大学 创梦之翼,中国科学技术大学 RoboWalker,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2962;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=中国科学技术大学;red_team=RoboWalker;blue_school=哈尔滨工程大学;blue_team=创梦之翼
rmuc_2025_central_078,2025,区域赛,中部赛区,8进4淘汰赛,78,浙江大学 Hello World,西北工业大学 WMJ,西北工业大学 WMJ,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2963;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=浙江大学;red_team=Hello World;blue_school=西北工业大学;blue_team=WMJ
rmuc_2025_central_079,2025,区域赛,中部赛区,复活赛名额争夺（9-16名）,79,西南石油大学 铁人,南昌大学 Passion,南昌大学 Passion,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2964;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=西南石油大学;red_team=铁人;blue_school=南昌大学;blue_team=Passion
rmuc_2025_central_080,2025,区域赛,中部赛区,复活赛名额争夺（9-16名）,80,武汉工程大学 Nautilus,沈阳理工大学 Ambition,武汉工程大学 Nautilus,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2965;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=武汉工程大学;red_team=Nautilus;blue_school=沈阳理工大学;blue_team=Ambition
rmuc_2025_central_081,2025,区域赛,中部赛区,复活赛名额争夺（9-16名）,81,西安交通大学 笃行,华东理工大学 起源,西安交通大学 笃行,2,0,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2966;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=西安交通大学;red_team=笃行;blue_school=华东理工大学;blue_team=起源
rmuc_2025_central_082,2025,区域赛,中部赛区,复活赛名额争夺（9-16名）,82,四川大学 火锅,东北林业大学 Ares,四川大学 火锅,2,1,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2967;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=四川大学;red_team=火锅;blue_school=东北林业大学;blue_team=Ares
rmuc_2025_central_083,2025,区域赛,中部赛区,半决赛,83,哈尔滨工业大学 I Hiter,中国科学技术大学 RoboWalker,中国科学技术大学 RoboWalker,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2968;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=哈尔滨工业大学;red_team=I Hiter;blue_school=中国科学技术大学;blue_team=RoboWalker
rmuc_2025_central_084,2025,区域赛,中部赛区,半决赛,84,南京航空航天大学金城学院 Born of Fire,西北工业大学 WMJ,西北工业大学 WMJ,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2969;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=南京航空航天大学金城学院;red_team=Born of Fire;blue_school=西北工业大学;blue_team=WMJ
rmuc_2025_central_085,2025,区域赛,中部赛区,复活赛名额争夺（13-16名）,85,西南石油大学 铁人,华东理工大学 起源,华东理工大学 起源,0,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2970;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=西南石油大学;red_team=铁人;blue_school=华东理工大学;blue_team=起源
rmuc_2025_central_086,2025,区域赛,中部赛区,复活赛名额争夺（13-16名）,86,沈阳理工大学 Ambition,东北林业大学 Ares,东北林业大学 Ares,1,2,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2971;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=沈阳理工大学;red_team=Ambition;blue_school=东北林业大学;blue_team=Ares
rmuc_2025_central_087,2025,区域赛,中部赛区,季军争夺战,87,哈尔滨工业大学 I Hiter,南京航空航天大学金城学院 Born of Fire,南京航空航天大学金城学院 Born of Fire,1,3,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2972;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=哈尔滨工业大学;red_team=I Hiter;blue_school=南京航空航天大学金城学院;blue_team=Born of Fire
rmuc_2025_central_088,2025,区域赛,中部赛区,冠军争夺战,88,中国科学技术大学 RoboWalker,西北工业大学 WMJ,中国科学技术大学 RoboWalker,3,1,https://bbs.robomaster.com/article/25006,0.78,rm_community_results_2015_2025,tencent_sheet_row=2973;label_source_post_event=2025-06-05;feature_cutoff=2025-05-20;red_school=中国科学技术大学;red_team=RoboWalker;blue_school=西北工业大学;blue_team=WMJ
